N,threads,backend,mean_time
50,1,c,0.43179139704443514,0.008635827940888702,
50,4,c,0.0005074101500213146,1.0148203000426292e-05,
50,8,c,0.00039754295721650124,7.950859144330025e-06,1086.15
50,1,cpp,0.292957124998793,0.0058591424999758605,
50,4,cpp,0.0020024068653583527,4.0048137307167054e-05,
50,8,cpp,0.0019743978045880795,3.948795609176159e-05,148.38
100,1,c,0.0025445420760661364,5.089084152132273e-05,
100,4,c,0.0021373359486460686,4.2746718972921374e-05,
100,8,c,0.0006986688822507858,1.3973377645015716e-05,3.64
100,1,cpp,0.00066558294929564,1.33116589859128e-05,
100,4,cpp,0.0006598799955099821,1.3197599910199643e-05,
100,8,cpp,0.0006573759019374847,1.3147518038749696e-05,1.01
200,1,c,0.002161226002499461,4.322452004998922e-05,
200,4,c,0.002491380088031292,4.982760176062584e-05,
200,8,c,0.00219504302367568,4.3900860473513605e-05,0.98
200,1,cpp,0.005174855934455991,0.00010349711868911981,
200,4,cpp,0.0021881910506635904,4.376382101327181e-05,
200,8,cpp,0.005242940969765186,0.00010485881939530373,0.99
500,1,c,0.02464013104327023,0.0004928026208654046,
500,4,c,0.016812190180644393,0.00033624380361288784,
500,8,c,0.014460416976362467,0.00028920833952724936,1.70
500,1,cpp,0.01356867398135364,0.0002713734796270728,
500,4,cpp,0.015420590061694384,0.0003084118012338877,
500,8,cpp,0.014467157889157534,0.00028934315778315065,0.94
800,1,c,0.03685045684687793,0.0007370091369375587,
800,4,c,0.034236887004226446,0.000684737740084529,
800,8,c,0.038081572158262134,0.0007616314431652427,0.97
800,1,cpp,0.03734011808410287,0.0007468023616820574,
800,4,cpp,0.03726137592457235,0.0007452275184914469,
800,8,cpp,0.03533239080570638,0.0007066478161141276,1.06
1000,1,c,0.05678698094561696,0.001135739618912339,
1000,4,c,0.06084072100929916,0.001216814420185983,
1000,8,c,0.05790208000689745,0.001158041600137949,0.98
1000,1,cpp,0.081453463062644,0.0016290692612528801,
1000,4,cpp,0.09780138917267323,0.0019560277834534644,
1000,8,cpp,0.07318077608942986,0.001463615521788597,1.11
