N,threads,backend,mean_time
500,8,c,0.5501849809661508
500,8,cpp,0.5303179019829258
500,1,c,3.4560343109769747
500,1,cpp,3.4367426650132984
500,2,c,1.812308982014656
500,2,cpp,1.7726643829373643
500,4,c,0.9336291750660166
500,4,cpp,0.9566799569875002
500,8,c,0.512714320095256
500,8,cpp,0.5185151969781145
